Params,Total Accuracy,Accuracy per label,Max val list,Max str list,Label str,Total_Accuracy,Accuracy_per_label,Max_val_list,Max_str_list,Label_str,Matrice
"['smooth(3)', 'ALS(1, 0.0001)', 'PCA(1)', 'KNN(10)', 'Normalized', 'All Raman Regions']",,,,,,0.17581837381203802,"[13.0, 10.0, 30.0, 12.0, 72.0, 11.0, 2.0, 7.0]","[42.0, 31.0, 30.0, 25.0, 14.0, 48.0, 28.0, 29.0]","['SN', 'GPe', 'GPe', 'SN', 'GPi', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 35  82 111  23   3   1   2   6]
 [ 88  29  83  46  14   9   4  15]
 [133  75 134  44   3   3   2  50]
 [ 69  77  86  41   0  28  20  18]
 [ 10  12   2   0  62   0   0   0]
 [  1   8   3  47   0  11  20   7]
 [ 18  29   6  34   0  25   3   8]
 [ 50  41  73  46   0  16  10  18]]"
"['smooth(3)', 'ALS(1, 0.0001)', 'PCA(1)', 'KNN(30)', 'Normalized', 'All Raman Regions']",,,,,,0.15575501583949314,"[9.0, 7.0, 32.0, 6.0, 64.0, 15.0, 2.0, 7.0]","[48.0, 30.0, 27.0, 29.0, 22.0, 41.0, 26.0, 33.0]","['SN', 'GPe', 'GPe', 'SN', 'GPi', 'STN', 'caudate', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 24  68 125  16   0   1   4  25]
 [ 85  20  86  47  10   6   9  25]
 [118  55 140  61   1   2   2  65]
 [ 65  77 100  21   0  31  17  28]
 [ 12  19   0   0  55   0   0   0]
 [  1  11   3  40   0  15  20   7]
 [ 17  30   7  26   0  32   3   8]
 [ 49  41  83  38   0  19   7  17]]"
"['smooth(3)', 'ALS(1, 0.0001)', 'PCA(3)', 'KNN(5)', 'Normalized', 'All Raman Regions']",,,,,,0.2328405491024287,"[17.0, 14.0, 47.0, 9.0, 79.0, 35.0, 6.0, 3.0]","[43.0, 48.0, 17.0, 25.0, 17.0, 30.0, 30.0, 22.0]","['GPi', 'GPe', 'GPe', 'GPe', 'GPi', 'putamen', 'STN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 46 113  34  38   0   1   2  29]
 [139  41  18  59   7   0   0  24]
 [ 76  15 208  70   0   3  19  53]
 [ 85  66  79  29   0  14  29  37]
 [  2  15   0   0  68   0   0   1]
 [  0   2   3  22   0  34  29   7]
 [  2   2  26  37   0  23   7  26]
 [ 57  47  57  45   1  13  26   8]]"
"['smooth(3)', 'ALS(1, 0.0001)', 'PCA(3)', 'KNN(10)', 'Normalized', 'All Raman Regions']",,,,,,0.22280887011615627,"[11.0, 11.0, 47.0, 9.0, 81.0, 34.0, 7.0, 4.0]","[47.0, 49.0, 18.0, 25.0, 17.0, 38.0, 30.0, 22.0]","['GPi', 'GPe', 'STN', 'SN', 'GPi', 'putamen', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 29 124  35  41   1   1   3  29]
 [142  33  10  70   8   0   0  25]
 [ 61  13 208  78   0   6  20  58]
 [ 81  65  85  31   0  15  24  38]
 [  1  15   0   0  70   0   0   0]
 [  1   0   6  13   0  33  37   7]
 [  1   1  29  37   0  30   9  16]
 [ 48  41  57  50   1  17  31   9]]"
"['smooth(3)', 'ALS(1, 0.0001)', 'PCA(3)', 'KNN(30)', 'Normalized', 'All Raman Regions']",,,,,,0.20644139387539598,"[10.0, 9.0, 43.0, 9.0, 81.0, 29.0, 7.0, 5.0]","[44.0, 51.0, 19.0, 24.0, 17.0, 44.0, 27.0, 22.0]","['GPi', 'GPe', 'STN', 'SN', 'GPi', 'putamen', 'caudate', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 26 117  26  56   1   0   3  34]
 [147  27   5  73   6   1   0  29]
 [ 61  16 189  84   0   3  27  64]
 [ 79  63  81  31   0  14  25  46]
 [  1  15   0   0  70   0   0   0]
 [  0   1   6  11   0  28  43   8]
 [  2   1  27  32   0  33   8  20]
 [ 40  46  56  54   0   9  37  12]]"
"['smooth(3)', 'ALS(1, 0.0001)', 'PCA(8)', 'KNN(5)', 'Normalized', 'All Raman Regions']",,,,,,0.3215417106652587,"[11.0, 19.0, 55.0, 30.0, 88.0, 52.0, 16.0, 13.0]","[58.0, 50.0, 34.0, 34.0, 10.0, 26.0, 27.0, 24.0]","['GPi', 'GPe', 'GPe', 'GPi', 'GPi', 'putamen', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 30 152  47  24   1   1   0   8]
 [144  55  11  63   5   0   0  10]
 [151  31 242  12   0   1   6   1]
 [ 72 116   7 102   0   1  12  29]
 [  1   9   0   0  76   0   0   0]
 [  1   2   1   7   0  50  25  11]
 [  8   0  33  28   0  31  20   3]
 [ 60  43  34  50   0  26   7  34]]"
"['smooth(3)', 'ALS(1, 0.0001)', 'PCA(8)', 'KNN(10)', 'Normalized', 'All Raman Regions']",,,,,,0.3220696937697994,"[9.0, 19.0, 52.0, 34.0, 91.0, 48.0, 18.0, 15.0]","[59.0, 48.0, 35.0, 33.0, 9.0, 27.0, 28.0, 23.0]","['GPi', 'GPe', 'GPe', 'GPi', 'GPi', 'putamen', 'caudate', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 24 156  47  27   0   0   1   8]
 [139  54   7  68   4   0   1  15]
 [155  31 233  15   0   1   7   2]
 [ 64 113   4 115   0   2  17  24]
 [  0   8   0   0  78   0   0   0]
 [  0   2   2   6   0  47  26  14]
 [  5   2  30  26   0  34  22   4]
 [ 59  38  31  56   0  26   7  37]]"
"['smooth(3)', 'ALS(1, 0.0001)', 'PCA(8)', 'KNN(30)', 'Normalized', 'All Raman Regions']",,,,,,0.2893347412882788,"[9.0, 14.0, 43.0, 35.0, 87.0, 47.0, 19.0, 11.0]","[55.0, 49.0, 39.0, 35.0, 12.0, 32.0, 28.0, 22.0]","['GPi', 'GPe', 'GPe', 'GPi', 'GPi', 'putamen', 'STN', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 23 145  52  34   0   0   1   8]
 [141  41   8  75   4   0   0  19]
 [175  37 193  28   0   1   6   4]
 [ 54 117   1 120   0   4  21  22]
 [  1  10   0   0  75   0   0   0]
 [  1   2   0   4   0  46  31  13]
 [  2   1  28  35   0  32  23   2]
 [ 49  43  38  55   1  37   4  27]]"
"['smooth(3)', 'ALS(100, 1e-05)', 'PCA(1)', 'KNN(5)', 'Normalized', 'All Raman Regions']",,,,,,0.11034846884899684,"[13.0, 13.0, 19.0, 12.0, 0.0, 4.0, 2.0, 2.0]","[31.0, 30.0, 39.0, 29.0, 55.0, 30.0, 28.0, 28.0]","['SN', 'GPe', 'GPe', 'GPe', 'SN', 'GPi', 'GPi', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 35  80  81  34   1   5   8  19]
 [ 87  38  67  48   6  16   8  18]
 [175  71  86  29  15   1  13  54]
 [ 98  89  36  39   0  25  16  36]
 [ 29   9  47   0   0   0   0   1]
 [ 24  29   2  29   0   4   2   7]
 [ 27  35  22  25   0   1   2  11]
 [ 70  51  59  44   2   6  17   5]]"
"['smooth(3)', 'ALS(100, 1e-05)', 'PCA(1)', 'KNN(10)', 'Normalized', 'All Raman Regions']",,,,,,0.12090813093980993,"[7.0, 11.0, 22.0, 18.0, 0.0, 3.0, 5.0, 5.0]","[37.0, 26.0, 34.0, 25.0, 62.0, 40.0, 26.0, 29.0]","['SN', 'GPe', 'GPe', 'GPe', 'SN', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 19  60  97  48   6   7   5  21]
 [ 76  32  68  55   7  18   9  23]
 [153  71  96  40  16   1  14  53]
 [ 86  77  57  61   1  18  16  23]
 [ 21   9  53   0   0   0   0   3]
 [ 19  30   3  39   0   3   0   3]
 [ 21  26  26  32   0   2   6  10]
 [ 58  42  74  49   2   7  10  12]]"
"['smooth(3)', 'ALS(100, 1e-05)', 'PCA(1)', 'KNN(30)', 'Normalized', 'All Raman Regions']",,,,,,0.12038014783526928,"[6.0, 7.0, 30.0, 15.0, 0.0, 0.0, 2.0, 3.0]","[47.0, 29.0, 32.0, 27.0, 72.0, 39.0, 30.0, 44.0]","['SN', 'GPe', 'GPe', 'GPe', 'SN', 'GPi', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 15  44 124  58   3   8   2   9]
 [ 84  21  77  81   3   7   4  11]
 [141  59 132  28   3   0  13  68]
 [ 90  89  74  50   0  11   8  17]
 [ 17   6  62   0   0   0   0   1]
 [ 24  38   2  31   0   0   0   2]
 [ 19  34  37  26   0   0   3   4]
 [ 37  46 112  41   0   4   7   7]]"
"['smooth(3)', 'ALS(100, 1e-05)', 'PCA(3)', 'KNN(5)', 'Normalized', 'All Raman Regions']",,,,,,0.2518479408658923,"[20.0, 17.0, 39.0, 17.0, 53.0, 47.0, 24.0, 11.0]","[40.0, 38.0, 24.0, 27.0, 33.0, 31.0, 29.0, 30.0]","['GPi', 'GPe', 'GPe', 'GPe', 'GPi', 'putamen', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 53 104  40  32   7   1   1  25]
 [109  48  23  76   5   1   1  25]
 [108  23 172  55   1   3  27  55]
 [ 90  84  22  56   1   2   9  75]
 [  8  28   1   1  46   0   0   2]
 [  2   2   3   5   0  46  30   9]
 [  4   4  24  13   0  36  29  13]
 [ 44  37  45  77   5  12   7  27]]"
"['smooth(3)', 'ALS(100, 1e-05)', 'PCA(3)', 'KNN(10)', 'Normalized', 'All Raman Regions']",,,,,,0.24604012671594508,"[14.0, 14.0, 39.0, 19.0, 57.0, 48.0, 20.0, 12.0]","[39.0, 38.0, 21.0, 25.0, 36.0, 33.0, 30.0, 31.0]","['GPi', 'GPe', 'GPe', 'GPi', 'GPi', 'putamen', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 37 103  46  41   5   1   1  29]
 [108  40  21  89   6   1   1  22]
 [ 93  23 175  61   1   2  22  67]
 [ 77  86  25  64   0   1  10  76]
 [  0  31   1   0  49   0   0   5]
 [  2   0   2   5   0  47  32   9]
 [  1   6  31  10   0  37  24  14]
 [ 48  30  41  80   5  10  10  30]]"
"['smooth(3)', 'ALS(100, 1e-05)', 'PCA(3)', 'KNN(30)', 'Normalized', 'All Raman Regions']",,,,,,0.24234424498416052,"[10.0, 8.0, 41.0, 24.0, 50.0, 47.0, 13.0, 17.0]","[37.0, 38.0, 18.0, 24.0, 41.0, 34.0, 33.0, 31.0]","['GPi', 'STN', 'thalamus', 'GPi', 'GPi', 'putamen', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 26  98  36  52   5   1   3  42]
 [102  23  18 108   7   1   2  27]
 [ 76  22 182  61   1   2  21  79]
 [ 61  80  24  81   1   4  14  74]
 [  3  35   0   1  43   0   0   4]
 [  0   0   1   3   0  46  33  14]
 [  1   8  34  10   0  40  16  14]
 [ 29  21  58  78   6   7  13  42]]"
"['smooth(3)', 'ALS(100, 1e-05)', 'PCA(8)', 'KNN(5)', 'Normalized', 'All Raman Regions']",,,,,,0.2713833157338965,"[11.0, 14.0, 39.0, 24.0, 88.0, 47.0, 32.0, 11.0]","[38.0, 38.0, 25.0, 41.0, 7.0, 33.0, 41.0, 26.0]","['GPi', 'STN', 'thalamus', 'GPi', 'GPi', 'putamen', 'caudate', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 30  99  39  34   1   1   1  58]
 [100  41  12 108   2   0   0  25]
 [102  24 174  12   0   1  19 112]
 [ 61 140   1  80   0   0   4  53]
 [  1   6   0   0  76   0   0   3]
 [  2   0   7   4   0  46  32   6]
 [  2   0  16   8   0  51  39   7]
 [ 66  53  34  59   1  11   2  28]]"
"['smooth(3)', 'ALS(100, 1e-05)', 'PCA(8)', 'KNN(10)', 'Normalized', 'All Raman Regions']",,,,,,0.27243928194297784,"[7.0, 13.0, 38.0, 26.0, 88.0, 52.0, 36.0, 13.0]","[40.0, 40.0, 29.0, 41.0, 8.0, 35.0, 35.0, 28.0]","['GPi', 'STN', 'thalamus', 'GPi', 'GPi', 'putamen', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 19 106  36  27   2   2   2  69]
 [ 94  37  14 114   0   0   0  29]
 [ 89  21 170  16   0   2  16 130]
 [ 54 139   0  87   0   3   5  51]
 [  1   7   0   0  76   0   0   2]
 [  1   1   5   2   0  50  34   4]
 [  3   2  16   9   0  43  44   6]
 [ 61  40  34  72   2   8   4  33]]"
"['smooth(3)', 'ALS(100, 1e-05)', 'PCA(8)', 'KNN(30)', 'Normalized', 'All Raman Regions']",,,,,,0.2808870116156283,"[8.0, 11.0, 32.0, 37.0, 93.0, 54.0, 30.0, 17.0]","[39.0, 45.0, 33.0, 32.0, 3.0, 34.0, 36.0, 29.0]","['GPi', 'STN', 'thalamus', 'GPi', 'thalamus', 'putamen', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 20 103  23  34   1   2   3  77]
 [ 81  32  12 131   1   1   0  30]
 [ 89  27 144  22   1   3  13 145]
 [ 48 109   2 124   0   6   3  47]
 [  0   2   0   1  80   0   0   3]
 [  1   2   4   0   0  52  33   5]
 [  4   1  15  11   0  44  37  11]
 [ 68  32  28  74   2   5   2  43]]"
"['smooth(3)', 'ALS(100, 0.0001)', 'PCA(1)', 'KNN(5)', 'Normalized', 'All Raman Regions']",,,,,,0.12302006335797254,"[14.0, 15.0, 16.0, 15.0, 3.0, 13.0, 2.0, 5.0]","[38.0, 26.0, 38.0, 26.0, 38.0, 34.0, 25.0, 26.0]","['SN', 'SN', 'GPe', 'GPe', 'GPi', 'GPi', 'GPi', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 36  55 101  39   8   4   6  14]
 [ 66  43  75  59   5  11   3  26]
 [168  99  70  29  19   1  14  44]
 [ 87  81  46  52   0  23  11  39]
 [ 22  33  27   0   3   0   0   1]
 [ 11  33   6  16   0  13  10   8]
 [ 26  31  22  31   0   4   3   6]
 [ 47  51  66  52   5  13   7  13]]"
"['smooth(3)', 'ALS(100, 0.0001)', 'PCA(1)', 'KNN(10)', 'Normalized', 'All Raman Regions']",,,,,,0.12777191129883844,"[9.0, 14.0, 25.0, 13.0, 0.0, 8.0, 3.0, 5.0]","[48.0, 27.0, 27.0, 24.0, 36.0, 30.0, 25.0, 38.0]","['SN', 'SN', 'GPe', 'GPi', 'GPi', 'GPi', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 23  45 126  45   6   2   6  10]
 [ 53  39  78  70   4  16   7  21]
 [119 100 112  36   4   2  17  54]
 [ 69  81  61  44   0  23  22  39]
 [ 24  31  29   0   0   0   0   2]
 [  5  29  10  27   0   8   8  10]
 [ 22  24  31  27   0  11   4   4]
 [ 26  51  96  42   4  14   9  12]]"
"['smooth(3)', 'ALS(100, 0.0001)', 'PCA(1)', 'KNN(30)', 'Normalized', 'All Raman Regions']",,,,,,0.1282998944033791,"[7.0, 9.0, 27.0, 17.0, 0.0, 3.0, 3.0, 5.0]","[60.0, 29.0, 27.0, 23.0, 62.0, 41.0, 26.0, 44.0]","['SN', 'SN', 'thalamus', 'GPe', 'SN', 'GPi', 'GPe', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 19  33 157  47   0   1   1   5]
 [ 66  27  84  54   2  28   9  18]
 [ 88  96 119   7   0   8   8 118]
 [ 77  70  59  59   0  19  15  40]
 [ 22  10  53   0   0   0   0   1]
 [  5  40   3  19   0   3  16  11]
 [ 32  15  25  30   0  11   4   6]
 [ 26  36 112  47   0   9  12  12]]"
"['smooth(3)', 'ALS(100, 0.0001)', 'PCA(3)', 'KNN(5)', 'Normalized', 'All Raman Regions']",,,,,,0.336325237592397,"[13.0, 28.0, 59.0, 20.0, 83.0, 64.0, 27.0, 10.0]","[32.0, 31.0, 13.0, 33.0, 17.0, 24.0, 34.0, 26.0]","['GPi', 'GPe', 'thalamus', 'GPi', 'GPi', 'putamen', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 34  83  32  82   0   1   3  28]
 [ 90  82   8  81   2   1   0  24]
 [ 53  15 262   8   0   4  44  58]
 [ 93 113   3  68   0   0   2  60]
 [  0  15   0   0  71   0   0   0]
 [  3   0   9   0   0  62  23   0]
 [  4   1  28   1   0  42  33  14]
 [ 56  56  46  66   1   0   4  25]]"
"['smooth(3)', 'ALS(100, 0.0001)', 'PCA(3)', 'KNN(10)', 'Normalized', 'All Raman Regions']",,,,,,0.3342133051742344,"[11.0, 22.0, 58.0, 25.0, 79.0, 69.0, 31.0, 10.0]","[35.0, 36.0, 18.0, 32.0, 20.0, 23.0, 37.0, 25.0]","['STN', 'STN', 'thalamus', 'GPi', 'GPi', 'putamen', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 28  82  35  91   0   0   3  24]
 [ 81  63   7 103   2   1   0  31]
 [ 57   9 259   7   0   5  26  81]
 [ 84 107   2  85   0   1   0  60]
 [  1  17   0   0  68   0   0   0]
 [  1   0   7   0   0  67  22   0]
 [  2   1  26   2   0  45  38   9]
 [ 57  54  50  63   0   1   4  25]]"
"['smooth(3)', 'ALS(100, 0.0001)', 'PCA(3)', 'KNN(30)', 'Normalized', 'All Raman Regions']",,,,,,0.3057022175290391,"[9.0, 18.0, 55.0, 19.0, 83.0, 65.0, 20.0, 15.0]","[38.0, 38.0, 22.0, 35.0, 15.0, 28.0, 37.0, 23.0]","['STN', 'STN', 'thalamus', 'GPi', 'GPi', 'putamen', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 23  81  35 100   0   0   3  21]
 [ 81  52   6 108   1   1   0  39]
 [ 58  11 244   3   0   7  24  97]
 [ 73 119   1  65   1   1   2  77]
 [  2  13   0   0  71   0   0   0]
 [  3   0   3   0   0  63  27   1]
 [  1   0  36   0   0  46  24  16]
 [ 54  47  48  59   1   1   7  37]]"
